family,k_c,log2_M_c,log2_M_c_minus_log2_p,target_frac,pool_size,rejection_attempts,rejection_rate,precision_bits,use_offset,seed,aborts,abort_rate,certified_correct,certified_when_wrong,diff_distribution
wide20,16,320.00215445068966,64.00215445068966,0.01,10000,1001823,0.009981803172815957,16,False,191032160583574,105,0.0105,9895,0,"{""-1"": 105, ""0"": 9895}"
wide20,16,320.00215445068966,64.00215445068966,0.01,10000,1001823,0.009981803172815957,16,True,191032160583574,3,0.0003,9895,0,"{""-1"": 3, ""0"": 9997}"
wide20,16,320.00215445068966,64.00215445068966,0.05,10000,200494,0.04987680429339531,6,False,191035656908623,10000,1.0,0,0,"{""-1"": 10000}"
wide20,16,320.00215445068966,64.00215445068966,0.05,10000,200494,0.04987680429339531,6,True,191035656908623,703,0.0703,0,0,"{""-1"": 703, ""0"": 9297}"
wide20,16,320.00215445068966,64.00215445068966,0.05,10000,200494,0.04987680429339531,8,False,191035656908623,5892,0.5892,4108,0,"{""-1"": 5892, ""0"": 4108}"
wide20,16,320.00215445068966,64.00215445068966,0.05,10000,200494,0.04987680429339531,8,True,191035656908623,186,0.0186,4108,0,"{""-1"": 186, ""0"": 9814}"
wide20,16,320.00215445068966,64.00215445068966,0.05,10000,200494,0.04987680429339531,10,False,191035656908623,1418,0.1418,8582,0,"{""-1"": 1418, ""0"": 8582}"
wide20,16,320.00215445068966,64.00215445068966,0.05,10000,200494,0.04987680429339531,10,True,191035656908623,44,0.0044,8582,0,"{""-1"": 44, ""0"": 9956}"
wide20,16,320.00215445068966,64.00215445068966,0.05,10000,200494,0.04987680429339531,12,False,191035656908623,369,0.0369,9631,0,"{""-1"": 369, ""0"": 9631}"
wide20,16,320.00215445068966,64.00215445068966,0.05,10000,200494,0.04987680429339531,12,True,191035656908623,12,0.0012,9631,0,"{""-1"": 12, ""0"": 9988}"
wide20,16,320.00215445068966,64.00215445068966,0.05,10000,200494,0.04987680429339531,14,False,191035656908623,82,0.0082,9918,0,"{""-1"": 82, ""0"": 9918}"
wide20,16,320.00215445068966,64.00215445068966,0.05,10000,200494,0.04987680429339531,14,True,191035656908623,4,0.0004,9918,0,"{""-1"": 4, ""0"": 9996}"
wide20,16,320.00215445068966,64.00215445068966,0.05,10000,200494,0.04987680429339531,16,False,191035656908623,20,0.002,9980,0,"{""-1"": 20, ""0"": 9980}"
wide20,16,320.00215445068966,64.00215445068966,0.05,10000,200494,0.04987680429339531,16,True,191035656908623,0,0.0,9980,0,"{""0"": 10000}"
wide20,17,340.0024612351181,84.00246123511812,0.001,10000,9960510,0.001003964656428235,6,False,191035052469220,10000,1.0,0,0,"{""-1"": 10000}"
wide20,17,340.0024612351181,84.00246123511812,0.001,10000,9960510,0.001003964656428235,6,True,191035052469220,4994,0.4994,0,0,"{""-1"": 4994, ""0"": 5006}"
wide20,17,340.0024612351181,84.00246123511812,0.001,10000,9960510,0.001003964656428235,8,False,191035052469220,10000,1.0,0,0,"{""-1"": 10000}"
wide20,17,340.0024612351181,84.00246123511812,0.001,10000,9960510,0.001003964656428235,8,True,191035052469220,4594,0.4594,0,0,"{""-1"": 4594, ""0"": 5406}"
wide20,17,340.0024612351181,84.00246123511812,0.001,10000,9960510,0.001003964656428235,10,False,191035052469220,10000,1.0,0,0,"{""-1"": 10000}"
wide20,17,340.0024612351181,84.00246123511812,0.001,10000,9960510,0.001003964656428235,10,True,191035052469220,3410,0.341,0,0,"{""-1"": 3410, ""0"": 6590}"
wide20,17,340.0024612351181,84.00246123511812,0.001,10000,9960510,0.001003964656428235,12,False,191035052469220,10000,1.0,0,0,"{""-1"": 10000}"
wide20,17,340.0024612351181,84.00246123511812,0.001,10000,9960510,0.001003964656428235,12,True,191035052469220,1183,0.1183,0,0,"{""-1"": 1183, ""0"": 8817}"
wide20,17,340.0024612351181,84.00246123511812,0.001,10000,9960510,0.001003964656428235,14,False,191035052469220,5008,0.5008,4992,0,"{""-1"": 5008, ""0"": 4992}"
wide20,17,340.0024612351181,84.00246123511812,0.001,10000,9960510,0.001003964656428235,14,True,191035052469220,308,0.0308,4992,0,"{""-1"": 308, ""0"": 9692}"
wide20,17,340.0024612351181,84.00246123511812,0.001,10000,9960510,0.001003964656428235,16,False,191035052469220,1271,0.1271,8729,0,"{""-1"": 1271, ""0"": 8729}"
wide20,17,340.0024612351181,84.00246123511812,0.001,10000,9960510,0.001003964656428235,16,True,191035052469220,69,0.0069,8729,0,"{""-1"": 69, ""0"": 9931}"
wide20,17,340.0024612351181,84.00246123511812,0.005,10000,2008181,0.004979630820130257,6,False,191035631387130,10000,1.0,0,0,"{""-1"": 10000}"
wide20,17,340.0024612351181,84.00246123511812,0.005,10000,2008181,0.004979630820130257,6,True,191035631387130,4444,0.4444,0,0,"{""-1"": 4444, ""0"": 5556}"
wide20,17,340.0024612351181,84.00246123511812,0.005,10000,2008181,0.004979630820130257,8,False,191035631387130,10000,1.0,0,0,"{""-1"": 10000}"
wide20,17,340.0024612351181,84.00246123511812,0.005,10000,2008181,0.004979630820130257,8,True,191035631387130,3059,0.3059,0,0,"{""-1"": 3059, ""0"": 6941}"
wide20,17,340.0024612351181,84.00246123511812,0.005,10000,2008181,0.004979630820130257,10,False,191035631387130,9996,0.9996,4,0,"{""-1"": 9996, ""0"": 4}"
wide20,17,340.0024612351181,84.00246123511812,0.005,10000,2008181,0.004979630820130257,10,True,191035631387130,882,0.0882,4,0,"{""-1"": 882, ""0"": 9118}"
wide20,17,340.0024612351181,84.00246123511812,0.005,10000,2008181,0.004979630820130257,12,False,191035631387130,3854,0.3854,6146,0,"{""-1"": 3854, ""0"": 6146}"
wide20,17,340.0024612351181,84.00246123511812,0.005,10000,2008181,0.004979630820130257,12,True,191035631387130,188,0.0188,6146,0,"{""-1"": 188, ""0"": 9812}"
wide20,17,340.0024612351181,84.00246123511812,0.005,10000,2008181,0.004979630820130257,14,False,191035631387130,927,0.0927,9073,0,"{""-1"": 927, ""0"": 9073}"
wide20,17,340.0024612351181,84.00246123511812,0.005,10000,2008181,0.004979630820130257,14,True,191035631387130,57,0.0057,9073,0,"{""-1"": 57, ""0"": 9943}"
wide20,17,340.0024612351181,84.00246123511812,0.005,10000,2008181,0.004979630820130257,16,False,191035631387130,222,0.0222,9778,0,"{""-1"": 222, ""0"": 9778}"
wide20,17,340.0024612351181,84.00246123511812,0.005,10000,2008181,0.004979630820130257,16,True,191035631387130,15,0.0015,9778,0,"{""-1"": 15, ""0"": 9985}"
wide20,17,340.0024612351181,84.00246123511812,0.01,10000,987783,0.01012368101091029,6,False,191033032483545,10000,1.0,0,0,"{""-1"": 10000}"
wide20,17,340.0024612351181,84.00246123511812,0.01,10000,987783,0.01012368101091029,6,True,191033032483545,3962,0.3962,0,0,"{""-1"": 3962, ""0"": 6038}"
wide20,17,340.0024612351181,84.00246123511812,0.01,10000,987783,0.01012368101091029,8,False,191033032483545,10000,1.0,0,0,"{""-1"": 10000}"
wide20,17,340.0024612351181,84.00246123511812,0.01,10000,987783,0.01012368101091029,8,True,191033032483545,1804,0.1804,0,0,"{""-1"": 1804, ""0"": 8196}"
wide20,17,340.0024612351181,84.00246123511812,0.01,10000,987783,0.01012368101091029,10,False,191033032483545,7802,0.7802,2198,0,"{""-1"": 7802, ""0"": 2198}"
wide20,17,340.0024612351181,84.00246123511812,0.01,10000,987783,0.01012368101091029,10,True,191033032483545,461,0.0461,2198,0,"{""-1"": 461, ""0"": 9539}"
wide20,17,340.0024612351181,84.00246123511812,0.01,10000,987783,0.01012368101091029,12,False,191033032483545,2012,0.2012,7988,0,"{""-1"": 2012, ""0"": 7988}"
wide20,17,340.0024612351181,84.00246123511812,0.01,10000,987783,0.01012368101091029,12,True,191033032483545,129,0.0129,7988,0,"{""-1"": 129, ""0"": 9871}"
wide20,17,340.0024612351181,84.00246123511812,0.01,10000,987783,0.01012368101091029,14,False,191033032483545,510,0.051,9490,0,"{""-1"": 510, ""0"": 9490}"
wide20,17,340.0024612351181,84.00246123511812,0.01,10000,987783,0.01012368101091029,14,True,191033032483545,34,0.0034,9490,0,"{""-1"": 34, ""0"": 9966}"
wide20,17,340.0024612351181,84.00246123511812,0.01,10000,987783,0.01012368101091029,16,False,191033032483545,133,0.0133,9867,0,"{""-1"": 133, ""0"": 9867}"
wide20,17,340.0024612351181,84.00246123511812,0.01,10000,987783,0.01012368101091029,16,True,191033032483545,4,0.0004,9867,0,"{""-1"": 4, ""0"": 9996}"
wide20,17,340.0024612351181,84.00246123511812,0.05,10000,199582,0.050104718862422466,6,False,191035455066770,10000,1.0,0,0,"{""-1"": 10000}"
wide20,17,340.0024612351181,84.00246123511812,0.05,10000,199582,0.050104718862422466,6,True,191035455066770,1548,0.1548,0,0,"{""-1"": 1548, ""0"": 8452}"
wide20,17,340.0024612351181,84.00246123511812,0.05,10000,199582,0.050104718862422466,8,False,191035455066770,6275,0.6275,3725,0,"{""-1"": 6275, ""0"": 3725}"
wide20,17,340.0024612351181,84.00246123511812,0.05,10000,199582,0.050104718862422466,8,True,191035455066770,365,0.0365,3725,0,"{""-1"": 365, ""0"": 9635}"
wide20,17,340.0024612351181,84.00246123511812,0.05,10000,199582,0.050104718862422466,10,False,191035455066770,1575,0.1575,8425,0,"{""-1"": 1575, ""0"": 8425}"
wide20,17,340.0024612351181,84.00246123511812,0.05,10000,199582,0.050104718862422466,10,True,191035455066770,101,0.0101,8425,0,"{""-1"": 101, ""0"": 9899}"
wide20,17,340.0024612351181,84.00246123511812,0.05,10000,199582,0.050104718862422466,12,False,191035455066770,367,0.0367,9633,0,"{""-1"": 367, ""0"": 9633}"
wide20,17,340.0024612351181,84.00246123511812,0.05,10000,199582,0.050104718862422466,12,True,191035455066770,24,0.0024,9633,0,"{""-1"": 24, ""0"": 9976}"
wide20,17,340.0024612351181,84.00246123511812,0.05,10000,199582,0.050104718862422466,14,False,191035455066770,88,0.0088,9912,0,"{""-1"": 88, ""0"": 9912}"
wide20,17,340.0024612351181,84.00246123511812,0.05,10000,199582,0.050104718862422466,14,True,191035455066770,5,0.0005,9912,0,"{""-1"": 5, ""0"": 9995}"
wide20,17,340.0024612351181,84.00246123511812,0.05,10000,199582,0.050104718862422466,16,False,191035455066770,18,0.0018,9982,0,"{""-1"": 18, ""0"": 9982}"
wide20,17,340.0024612351181,84.00246123511812,0.05,10000,199582,0.050104718862422466,16,True,191035455066770,0,0.0,9982,0,"{""0"": 10000}"
